"hgnc_symbol"	"hgnc_id"	"description"
"ZHX1"	"HGNC:12871"	"zinc fingers and homeoboxes 1 [Source:HGNC Symbol;Acc:HGNC:12871]"
"ZIC1"	"HGNC:12872"	"Zic family member 1 [Source:HGNC Symbol;Acc:HGNC:12872]"
"ZIC2"	"HGNC:12873"	"Zic family member 2 [Source:HGNC Symbol;Acc:HGNC:12873]"
"ZIC4"	"HGNC:20393"	"Zic family member 4 [Source:HGNC Symbol;Acc:HGNC:20393]"
"ZIC5"	"HGNC:20322"	"Zic family member 5 [Source:HGNC Symbol;Acc:HGNC:20322]"
"ZKSCAN1"	"HGNC:13101"	"zinc finger with KRAB and SCAN domains 1 [Source:HGNC Symbol;Acc:HGNC:13101]"
"ZMAT2"	"HGNC:26433"	"zinc finger matrin-type 2 [Source:HGNC Symbol;Acc:HGNC:26433]"
"ZMIZ1"	"HGNC:16493"	"zinc finger MIZ-type containing 1 [Source:HGNC Symbol;Acc:HGNC:16493]"
"ZMIZ2"	"HGNC:22229"	"zinc finger MIZ-type containing 2 [Source:HGNC Symbol;Acc:HGNC:22229]"
"ZMYM2"	"HGNC:12989"	"zinc finger MYM-type containing 2 [Source:HGNC Symbol;Acc:HGNC:12989]"
"ZMYM4"	"HGNC:13055"	"zinc finger MYM-type containing 4 [Source:HGNC Symbol;Acc:HGNC:13055]"
"ZMYND11"	"HGNC:16966"	"zinc finger MYND-type containing 11 [Source:HGNC Symbol;Acc:HGNC:16966]"
"ZMYND19"	"HGNC:21146"	"zinc finger MYND-type containing 19 [Source:HGNC Symbol;Acc:HGNC:21146]"
"ZMYND8"	"HGNC:9397"	"zinc finger MYND-type containing 8 [Source:HGNC Symbol;Acc:HGNC:9397]"
"ZNF131"	"HGNC:12915"	"zinc finger protein 131 [Source:HGNC Symbol;Acc:HGNC:12915]"
"ZNF143"	"HGNC:12928"	"zinc finger protein 143 [Source:HGNC Symbol;Acc:HGNC:12928]"
"ZNF146"	"HGNC:12931"	"zinc finger protein 146 [Source:HGNC Symbol;Acc:HGNC:12931]"
"ZNF148"	"HGNC:12933"	"zinc finger protein 148 [Source:HGNC Symbol;Acc:HGNC:12933]"
"ZNF175"	"HGNC:12964"	"zinc finger protein 175 [Source:HGNC Symbol;Acc:HGNC:12964]"
"ZNF217"	"HGNC:13009"	"zinc finger protein 217 [Source:HGNC Symbol;Acc:HGNC:13009]"
"ZNF219"	"HGNC:13011"	"zinc finger protein 219 [Source:HGNC Symbol;Acc:HGNC:13011]"
"ZNF236"	"HGNC:13028"	"zinc finger protein 236 [Source:HGNC Symbol;Acc:HGNC:13028]"
"ZNF292"	"HGNC:18410"	"zinc finger protein 292 [Source:HGNC Symbol;Acc:HGNC:18410]"
"ZNF319"	"HGNC:13644"	"zinc finger protein 319 [Source:HGNC Symbol;Acc:HGNC:13644]"
"ZNF320"	"HGNC:13842"	"zinc finger protein 320 [Source:HGNC Symbol;Acc:HGNC:13842]"
"ZNF326"	"HGNC:14104"	"zinc finger protein 326 [Source:HGNC Symbol;Acc:HGNC:14104]"
"ZNF34"	"HGNC:13098"	"zinc finger protein 34 [Source:HGNC Symbol;Acc:HGNC:13098]"
"ZNF362"	"HGNC:18079"	"zinc finger protein 362 [Source:HGNC Symbol;Acc:HGNC:18079]"
"ZNF367"	"HGNC:18320"	"zinc finger protein 367 [Source:HGNC Symbol;Acc:HGNC:18320]"
"ZNF384"	"HGNC:11955"	"zinc finger protein 384 [Source:HGNC Symbol;Acc:HGNC:11955]"
"ZNF398"	"HGNC:18373"	"zinc finger protein 398 [Source:HGNC Symbol;Acc:HGNC:18373]"
"ZNF407"	"HGNC:19904"	"zinc finger protein 407 [Source:HGNC Symbol;Acc:HGNC:19904]"
"ZNF410"	"HGNC:20144"	"zinc finger protein 410 [Source:HGNC Symbol;Acc:HGNC:20144]"
"ZNF423"	"HGNC:16762"	"zinc finger protein 423 [Source:HGNC Symbol;Acc:HGNC:16762]"
"ZNF462"	"HGNC:21684"	"zinc finger protein 462 [Source:HGNC Symbol;Acc:HGNC:21684]"
"ZNF496"	"HGNC:23713"	"zinc finger protein 496 [Source:HGNC Symbol;Acc:HGNC:23713]"
"ZNF503"	"HGNC:23589"	"zinc finger protein 503 [Source:HGNC Symbol;Acc:HGNC:23589]"
"ZNF512"	"HGNC:29380"	"zinc finger protein 512 [Source:HGNC Symbol;Acc:HGNC:29380]"
"ZNF512B"	"HGNC:29212"	"zinc finger protein 512B [Source:HGNC Symbol;Acc:HGNC:29212]"
"ZNF513"	"HGNC:26498"	"zinc finger protein 513 [Source:HGNC Symbol;Acc:HGNC:26498]"
"ZNF516"	"HGNC:28990"	"zinc finger protein 516 [Source:HGNC Symbol;Acc:HGNC:28990]"
"ZNF517"	"HGNC:27984"	"zinc finger protein 517 [Source:HGNC Symbol;Acc:HGNC:27984]"
"ZNF521"	"HGNC:24605"	"zinc finger protein 521 [Source:HGNC Symbol;Acc:HGNC:24605]"
"ZNF532"	"HGNC:30940"	"zinc finger protein 532 [Source:HGNC Symbol;Acc:HGNC:30940]"
"ZNF536"	"HGNC:29025"	"zinc finger protein 536 [Source:HGNC Symbol;Acc:HGNC:29025]"
"ZNF541"	"HGNC:25294"	"zinc finger protein 541 [Source:HGNC Symbol;Acc:HGNC:25294]"
"ZNF592"	"HGNC:28986"	"zinc finger protein 592 [Source:HGNC Symbol;Acc:HGNC:28986]"
"ZNF608"	"HGNC:29238"	"zinc finger protein 608 [Source:HGNC Symbol;Acc:HGNC:29238]"
"ZNF609"	"HGNC:29003"	"zinc finger protein 609 [Source:HGNC Symbol;Acc:HGNC:29003]"
"ZNF618"	"HGNC:29416"	"zinc finger protein 618 [Source:HGNC Symbol;Acc:HGNC:29416]"
"ZNF622"	"HGNC:30958"	"zinc finger protein 622 [Source:HGNC Symbol;Acc:HGNC:30958]"
"ZNF629"	"HGNC:29008"	"zinc finger protein 629 [Source:HGNC Symbol;Acc:HGNC:29008]"
"ZNF639"	"HGNC:30950"	"zinc finger protein 639 [Source:HGNC Symbol;Acc:HGNC:30950]"
"ZNF644"	"HGNC:29222"	"zinc finger protein 644 [Source:HGNC Symbol;Acc:HGNC:29222]"
"ZNF687"	"HGNC:29277"	"zinc finger protein 687 [Source:HGNC Symbol;Acc:HGNC:29277]"
"ZNF691"	"HGNC:28028"	"zinc finger protein 691 [Source:HGNC Symbol;Acc:HGNC:28028]"
"ZNF692"	"HGNC:26049"	"zinc finger protein 692 [Source:HGNC Symbol;Acc:HGNC:26049]"
"ZNF697"	"HGNC:32034"	"zinc finger protein 697 [Source:HGNC Symbol;Acc:HGNC:32034]"
"ZNF710"	"HGNC:25352"	"zinc finger protein 710 [Source:HGNC Symbol;Acc:HGNC:25352]"
"ZNF777"	"HGNC:22213"	"zinc finger protein 777 [Source:HGNC Symbol;Acc:HGNC:22213]"
"ZNF800"	"HGNC:27267"	"zinc finger protein 800 [Source:HGNC Symbol;Acc:HGNC:27267]"
"ZNF821"	"HGNC:28043"	"zinc finger protein 821 [Source:HGNC Symbol;Acc:HGNC:28043]"
"ZNF827"	"HGNC:27193"	"zinc finger protein 827 [Source:HGNC Symbol;Acc:HGNC:27193]"
"ZNF83"	"HGNC:13158"	"zinc finger protein 83 [Source:HGNC Symbol;Acc:HGNC:13158]"
"ZNF865"	"HGNC:38705"	"zinc finger protein 865 [Source:HGNC Symbol;Acc:HGNC:38705]"
"ZNFX1"	"HGNC:29271"	"zinc finger NFX1-type containing 1 [Source:HGNC Symbol;Acc:HGNC:29271]"
"ZNRD2"	"HGNC:11328"	"zinc ribbon domain containing 2 [Source:HGNC Symbol;Acc:HGNC:11328]"
"ZNRF3"	"HGNC:18126"	"zinc and ring finger 3 [Source:HGNC Symbol;Acc:HGNC:18126]"
"ZRANB1"	"HGNC:18224"	"zinc finger RANBP2-type containing 1 [Source:HGNC Symbol;Acc:HGNC:18224]"
"ZRANB2"	"HGNC:13058"	"zinc finger RANBP2-type containing 2 [Source:HGNC Symbol;Acc:HGNC:13058]"
"ZSWIM5"	"HGNC:29299"	"zinc finger SWIM-type containing 5 [Source:HGNC Symbol;Acc:HGNC:29299]"
"ZSWIM6"	"HGNC:29316"	"zinc finger SWIM-type containing 6 [Source:HGNC Symbol;Acc:HGNC:29316]"
"ZSWIM8"	"HGNC:23528"	"zinc finger SWIM-type containing 8 [Source:HGNC Symbol;Acc:HGNC:23528]"
"ZSWIM9"	"HGNC:34495"	"zinc finger SWIM-type containing 9 [Source:HGNC Symbol;Acc:HGNC:34495]"
"ZYG11B"	"HGNC:25820"	"zyg-11 family member B, cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:25820]"
"ZZEF1"	"HGNC:29027"	"zinc finger ZZ-type and EF-hand domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29027]"
"ZZZ3"	"HGNC:24523"	"zinc finger ZZ-type containing 3 [Source:HGNC Symbol;Acc:HGNC:24523]"
"A1BG"	"HGNC:5"	"alpha-1-B glycoprotein [Source:HGNC Symbol;Acc:HGNC:5]"
"AAAS"	"HGNC:13666"	"aladin WD repeat nucleoporin [Source:HGNC Symbol;Acc:HGNC:13666]"
"AACS"	"HGNC:21298"	"acetoacetyl-CoA synthetase [Source:HGNC Symbol;Acc:HGNC:21298]"
"AADAC"	"HGNC:17"	"arylacetamide deacetylase [Source:HGNC Symbol;Acc:HGNC:17]"
"AADACL2"	"HGNC:24427"	"arylacetamide deacetylase like 2 [Source:HGNC Symbol;Acc:HGNC:24427]"
"AAK1"	"HGNC:19679"	"AP2 associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:19679]"
"AARS1"	"HGNC:20"	"alanyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:20]"
"AARS2"	"HGNC:21022"	"alanyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21022]"
"AASDHPPT"	"HGNC:14235"	"aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase [Source:HGNC Symbol;Acc:HGNC:14235]"
"AATK"	"HGNC:21"	"apoptosis associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:21]"
"ABAT"	"HGNC:23"	"4-aminobutyrate aminotransferase [Source:HGNC Symbol;Acc:HGNC:23]"
"ABCA12"	"HGNC:14637"	"ATP binding cassette subfamily A member 12 [Source:HGNC Symbol;Acc:HGNC:14637]"
"ABCA2"	"HGNC:32"	"ATP binding cassette subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:32]"
"ABCA5"	"HGNC:35"	"ATP binding cassette subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:35]"
"ABCB1"	"HGNC:40"	"ATP binding cassette subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:40]"
"ABCB10"	"HGNC:41"	"ATP binding cassette subfamily B member 10 [Source:HGNC Symbol;Acc:HGNC:41]"
"ABCB11"	"HGNC:42"	"ATP binding cassette subfamily B member 11 [Source:HGNC Symbol;Acc:HGNC:42]"
"ABCB8"	"HGNC:49"	"ATP binding cassette subfamily B member 8 [Source:HGNC Symbol;Acc:HGNC:49]"
"ABCB9"	"HGNC:50"	"ATP binding cassette subfamily B member 9 [Source:HGNC Symbol;Acc:HGNC:50]"
"ABCC1"	"HGNC:51"	"ATP binding cassette subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:51]"
"ABCC10"	"HGNC:52"	"ATP binding cassette subfamily C member 10 [Source:HGNC Symbol;Acc:HGNC:52]"
"ABCC3"	"HGNC:54"	"ATP binding cassette subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:54]"
"ABCC4"	"HGNC:55"	"ATP binding cassette subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:55]"
"ABCC5"	"HGNC:56"	"ATP binding cassette subfamily C member 5 [Source:HGNC Symbol;Acc:HGNC:56]"
"ABCC6"	"HGNC:57"	"ATP binding cassette subfamily C member 6 [Source:HGNC Symbol;Acc:HGNC:57]"
"ABCC8"	"HGNC:59"	"ATP binding cassette subfamily C member 8 [Source:HGNC Symbol;Acc:HGNC:59]"
"ABCD3"	"HGNC:67"	"ATP binding cassette subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:67]"
"ABCF3"	"HGNC:72"	"ATP binding cassette subfamily F member 3 [Source:HGNC Symbol;Acc:HGNC:72]"
"ABCG4"	"HGNC:13884"	"ATP binding cassette subfamily G member 4 [Source:HGNC Symbol;Acc:HGNC:13884]"
"ABHD13"	"HGNC:20293"	"abhydrolase domain containing 13 [Source:HGNC Symbol;Acc:HGNC:20293]"
"ABHD14B"	"HGNC:28235"	"abhydrolase domain containing 14B [Source:HGNC Symbol;Acc:HGNC:28235]"
"ABHD15"	"HGNC:26971"	"abhydrolase domain containing 15 [Source:HGNC Symbol;Acc:HGNC:26971]"
"ABHD17A"	"HGNC:28756"	"abhydrolase domain containing 17A, depalmitoylase [Source:HGNC Symbol;Acc:HGNC:28756]"
"ABHD17B"	"HGNC:24278"	"abhydrolase domain containing 17B, depalmitoylase [Source:HGNC Symbol;Acc:HGNC:24278]"
"ABHD6"	"HGNC:21398"	"abhydrolase domain containing 6, acylglycerol lipase [Source:HGNC Symbol;Acc:HGNC:21398]"
"ABI3"	"HGNC:29859"	"ABI family member 3 [Source:HGNC Symbol;Acc:HGNC:29859]"
"ABLIM3"	"HGNC:29132"	"actin binding LIM protein family member 3 [Source:HGNC Symbol;Acc:HGNC:29132]"
"ACADL"	"HGNC:88"	"acyl-CoA dehydrogenase long chain [Source:HGNC Symbol;Acc:HGNC:88]"
"ACADM"	"HGNC:89"	"acyl-CoA dehydrogenase medium chain [Source:HGNC Symbol;Acc:HGNC:89]"
"ACADS"	"HGNC:90"	"acyl-CoA dehydrogenase short chain [Source:HGNC Symbol;Acc:HGNC:90]"
"ACADVL"	"HGNC:92"	"acyl-CoA dehydrogenase very long chain [Source:HGNC Symbol;Acc:HGNC:92]"
"ACAT1"	"HGNC:93"	"acetyl-CoA acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:93]"
"ACAT2"	"HGNC:94"	"acetyl-CoA acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:94]"
"ACBD3"	"HGNC:15453"	"acyl-CoA binding domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15453]"
"ACBD5"	"HGNC:23338"	"acyl-CoA binding domain containing 5 [Source:HGNC Symbol;Acc:HGNC:23338]"
"ACER3"	"HGNC:16066"	"alkaline ceramidase 3 [Source:HGNC Symbol;Acc:HGNC:16066]"
"ACKR3"	"HGNC:23692"	"atypical chemokine receptor 3 [Source:HGNC Symbol;Acc:HGNC:23692]"
"ACO1"	"HGNC:117"	"aconitase 1 [Source:HGNC Symbol;Acc:HGNC:117]"
"ACO2"	"HGNC:118"	"aconitase 2 [Source:HGNC Symbol;Acc:HGNC:118]"
"ACOT13"	"HGNC:20999"	"acyl-CoA thioesterase 13 [Source:HGNC Symbol;Acc:HGNC:20999]"
"ACOT2"	"HGNC:18431"	"acyl-CoA thioesterase 2 [Source:HGNC Symbol;Acc:HGNC:18431]"
"ACOT7"	"HGNC:24157"	"acyl-CoA thioesterase 7 [Source:HGNC Symbol;Acc:HGNC:24157]"
"ACOT8"	"HGNC:15919"	"acyl-CoA thioesterase 8 [Source:HGNC Symbol;Acc:HGNC:15919]"
"ACOX1"	"HGNC:119"	"acyl-CoA oxidase 1 [Source:HGNC Symbol;Acc:HGNC:119]"
"ACOXL"	"HGNC:25621"	"acyl-CoA oxidase like [Source:HGNC Symbol;Acc:HGNC:25621]"
"ACP2"	"HGNC:123"	"acid phosphatase 2, lysosomal [Source:HGNC Symbol;Acc:HGNC:123]"
"ACP3"	"HGNC:125"	"acid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:125]"
"ACR"	"HGNC:126"	"acrosin [Source:HGNC Symbol;Acc:HGNC:126]"
"ACSBG1"	"HGNC:29567"	"acyl-CoA synthetase bubblegum family member 1 [Source:HGNC Symbol;Acc:HGNC:29567]"
"ACSF2"	"HGNC:26101"	"acyl-CoA synthetase family member 2 [Source:HGNC Symbol;Acc:HGNC:26101]"
"ACSL3"	"HGNC:3570"	"acyl-CoA synthetase long chain family member 3 [Source:HGNC Symbol;Acc:HGNC:3570]"
"ACSM5"	"HGNC:26060"	"acyl-CoA synthetase medium chain family member 5 [Source:HGNC Symbol;Acc:HGNC:26060]"
"ACTG2"	"HGNC:145"	"actin gamma 2, smooth muscle [Source:HGNC Symbol;Acc:HGNC:145]"
"ACTL6B"	"HGNC:160"	"actin like 6B [Source:HGNC Symbol;Acc:HGNC:160]"
"ADA"	"HGNC:186"	"adenosine deaminase [Source:HGNC Symbol;Acc:HGNC:186]"
"ADAM15"	"HGNC:193"	"ADAM metallopeptidase domain 15 [Source:HGNC Symbol;Acc:HGNC:193]"
"ADAM19"	"HGNC:197"	"ADAM metallopeptidase domain 19 [Source:HGNC Symbol;Acc:HGNC:197]"
"ADAM22"	"HGNC:201"	"ADAM metallopeptidase domain 22 [Source:HGNC Symbol;Acc:HGNC:201]"
"ADAM9"	"HGNC:216"	"ADAM metallopeptidase domain 9 [Source:HGNC Symbol;Acc:HGNC:216]"
"ADAMTS10"	"HGNC:13201"	"ADAM metallopeptidase with thrombospondin type 1 motif 10 [Source:HGNC Symbol;Acc:HGNC:13201]"
"ADAMTS12"	"HGNC:14605"	"ADAM metallopeptidase with thrombospondin type 1 motif 12 [Source:HGNC Symbol;Acc:HGNC:14605]"
"ADAMTS19"	"HGNC:17111"	"ADAM metallopeptidase with thrombospondin type 1 motif 19 [Source:HGNC Symbol;Acc:HGNC:17111]"
"ADAMTS5"	"HGNC:221"	"ADAM metallopeptidase with thrombospondin type 1 motif 5 [Source:HGNC Symbol;Acc:HGNC:221]"
"ADAMTS8"	"HGNC:224"	"ADAM metallopeptidase with thrombospondin type 1 motif 8 [Source:HGNC Symbol;Acc:HGNC:224]"
"ADAMTS9"	"HGNC:13202"	"ADAM metallopeptidase with thrombospondin type 1 motif 9 [Source:HGNC Symbol;Acc:HGNC:13202]"
"ADAMTSL2"	"HGNC:14631"	"ADAMTS like 2 [Source:HGNC Symbol;Acc:HGNC:14631]"
"ADAMTSL3"	"HGNC:14633"	"ADAMTS like 3 [Source:HGNC Symbol;Acc:HGNC:14633]"
"ADAP1"	"HGNC:16486"	"ArfGAP with dual PH domains 1 [Source:HGNC Symbol;Acc:HGNC:16486]"
"ADAT2"	"HGNC:21172"	"adenosine deaminase tRNA specific 2 [Source:HGNC Symbol;Acc:HGNC:21172]"
"ADCK2"	"HGNC:19039"	"aarF domain containing kinase 2 [Source:HGNC Symbol;Acc:HGNC:19039]"
"ADCK5"	"HGNC:21738"	"aarF domain containing kinase 5 [Source:HGNC Symbol;Acc:HGNC:21738]"
"ADCY6"	"HGNC:237"	"adenylate cyclase 6 [Source:HGNC Symbol;Acc:HGNC:237]"
"ADCY7"	"HGNC:238"	"adenylate cyclase 7 [Source:HGNC Symbol;Acc:HGNC:238]"
"ADCY8"	"HGNC:239"	"adenylate cyclase 8 [Source:HGNC Symbol;Acc:HGNC:239]"
"ADD2"	"HGNC:244"	"adducin 2 [Source:HGNC Symbol;Acc:HGNC:244]"
"ADGRD2"	"HGNC:18651"	"adhesion G protein-coupled receptor D2 [Source:HGNC Symbol;Acc:HGNC:18651]"
"ADGRF5"	"HGNC:19030"	"adhesion G protein-coupled receptor F5 [Source:HGNC Symbol;Acc:HGNC:19030]"
"ADI1"	"HGNC:30576"	"acireductone dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:30576]"
"ADK"	"HGNC:257"	"adenosine kinase [Source:HGNC Symbol;Acc:HGNC:257]"
"ADM"	"HGNC:259"	"adrenomedullin [Source:HGNC Symbol;Acc:HGNC:259]"
"ADM2"	"HGNC:28898"	"adrenomedullin 2 [Source:HGNC Symbol;Acc:HGNC:28898]"
"ADO"	"HGNC:23506"	"2-aminoethanethiol dioxygenase [Source:HGNC Symbol;Acc:HGNC:23506]"
"ADORA1"	"HGNC:262"	"adenosine A1 receptor [Source:HGNC Symbol;Acc:HGNC:262]"
"ADPGK"	"HGNC:25250"	"ADP dependent glucokinase [Source:HGNC Symbol;Acc:HGNC:25250]"
"ADPRM"	"HGNC:30925"	"ADP-ribose/CDP-alcohol diphosphatase, manganese dependent [Source:HGNC Symbol;Acc:HGNC:30925]"
"ADPRS"	"HGNC:21304"	"ADP-ribosylserine hydrolase [Source:HGNC Symbol;Acc:HGNC:21304]"
"ADRB1"	"HGNC:285"	"adrenoceptor beta 1 [Source:HGNC Symbol;Acc:HGNC:285]"
"ADRB2"	"HGNC:286"	"adrenoceptor beta 2 [Source:HGNC Symbol;Acc:HGNC:286]"
"ADSL"	"HGNC:291"	"adenylosuccinate lyase [Source:HGNC Symbol;Acc:HGNC:291]"
"ADSS1"	"HGNC:20093"	"adenylosuccinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:20093]"
"AEBP1"	"HGNC:303"	"AE binding protein 1 [Source:HGNC Symbol;Acc:HGNC:303]"
"AEN"	"HGNC:25722"	"apoptosis enhancing nuclease [Source:HGNC Symbol;Acc:HGNC:25722]"
"AFAP1L1"	"HGNC:26714"	"actin filament associated protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:26714]"
"AFF3"	"HGNC:6473"	"ALF transcription elongation factor 3 [Source:HGNC Symbol;Acc:HGNC:6473]"
"AFG1L"	"HGNC:16411"	"AFG1 like ATPase [Source:HGNC Symbol;Acc:HGNC:16411]"
"AFG3L2"	"HGNC:315"	"AFG3 like matrix AAA peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:315]"
"AFMID"	"HGNC:20910"	"arylformamidase [Source:HGNC Symbol;Acc:HGNC:20910]"
"AGA"	"HGNC:318"	"aspartylglucosaminidase [Source:HGNC Symbol;Acc:HGNC:318]"
"AGBL3"	"HGNC:27981"	"AGBL carboxypeptidase 3 [Source:HGNC Symbol;Acc:HGNC:27981]"
"AGBL4"	"HGNC:25892"	"AGBL carboxypeptidase 4 [Source:HGNC Symbol;Acc:HGNC:25892]"
"AGBL5"	"HGNC:26147"	"AGBL carboxypeptidase 5 [Source:HGNC Symbol;Acc:HGNC:26147]"
"AGFG1"	"HGNC:5175"	"ArfGAP with FG repeats 1 [Source:HGNC Symbol;Acc:HGNC:5175]"
"AGFG2"	"HGNC:5177"	"ArfGAP with FG repeats 2 [Source:HGNC Symbol;Acc:HGNC:5177]"
"AGK"	"HGNC:21869"	"acylglycerol kinase [Source:HGNC Symbol;Acc:HGNC:21869]"
"AGPAT4"	"HGNC:20885"	"1-acylglycerol-3-phosphate O-acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:20885]"
"AGR2"	"HGNC:328"	"anterior gradient 2, protein disulphide isomerase family member [Source:HGNC Symbol;Acc:HGNC:328]"
"AGRN"	"HGNC:329"	"agrin [Source:HGNC Symbol;Acc:HGNC:329]"
"AGTPBP1"	"HGNC:17258"	"ATP/GTP binding carboxypeptidase 1 [Source:HGNC Symbol;Acc:HGNC:17258]"
"AHCY"	"HGNC:343"	"adenosylhomocysteinase [Source:HGNC Symbol;Acc:HGNC:343]"
"AHNAK"	"HGNC:347"	"AHNAK nucleoprotein [Source:HGNC Symbol;Acc:HGNC:347]"
"AHRR"	"HGNC:346"	"aryl hydrocarbon receptor repressor [Source:HGNC Symbol;Acc:HGNC:346]"
"AHSG"	"HGNC:349"	"alpha 2-HS glycoprotein [Source:HGNC Symbol;Acc:HGNC:349]"
"AIDA"	"HGNC:25761"	"axin interactor, dorsalization associated [Source:HGNC Symbol;Acc:HGNC:25761]"
"AIMP1"	"HGNC:10648"	"aminoacyl tRNA synthetase complex interacting multifunctional protein 1 [Source:HGNC Symbol;Acc:HGNC:10648]"
"AIP"	"HGNC:358"	"aryl hydrocarbon receptor interacting protein [Source:HGNC Symbol;Acc:HGNC:358]"
"AJM1"	"HGNC:37284"	"apical junction component 1 homolog [Source:HGNC Symbol;Acc:HGNC:37284]"
"AK4"	"HGNC:363"	"adenylate kinase 4 [Source:HGNC Symbol;Acc:HGNC:363]"
"AK5"	"HGNC:365"	"adenylate kinase 5 [Source:HGNC Symbol;Acc:HGNC:365]"
"AK7"	"HGNC:20091"	"adenylate kinase 7 [Source:HGNC Symbol;Acc:HGNC:20091]"
"AK9"	"HGNC:33814"	"adenylate kinase 9 [Source:HGNC Symbol;Acc:HGNC:33814]"
"AKAP3"	"HGNC:373"	"A-kinase anchoring protein 3 [Source:HGNC Symbol;Acc:HGNC:373]"
"AKAP8L"	"HGNC:29857"	"A-kinase anchoring protein 8 like [Source:HGNC Symbol;Acc:HGNC:29857]"
"AKAP9"	"HGNC:379"	"A-kinase anchoring protein 9 [Source:HGNC Symbol;Acc:HGNC:379]"
"AKIP1"	"HGNC:1170"	"A-kinase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:1170]"
"AKIRIN1"	"HGNC:25744"	"akirin 1 [Source:HGNC Symbol;Acc:HGNC:25744]"
"AKIRIN2"	"HGNC:21407"	"akirin 2 [Source:HGNC Symbol;Acc:HGNC:21407]"
"AKNA"	"HGNC:24108"	"AT-hook transcription factor [Source:HGNC Symbol;Acc:HGNC:24108]"
"AKR1B1"	"HGNC:381"	"aldo-keto reductase family 1 member B [Source:HGNC Symbol;Acc:HGNC:381]"
"AKR1E2"	"HGNC:23437"	"aldo-keto reductase family 1 member E2 [Source:HGNC Symbol;Acc:HGNC:23437]"
"AKR7A3"	"HGNC:390"	"aldo-keto reductase family 7 member A3 [Source:HGNC Symbol;Acc:HGNC:390]"
"AKT1S1"	"HGNC:28426"	"AKT1 substrate 1 [Source:HGNC Symbol;Acc:HGNC:28426]"
"AKTIP"	"HGNC:16710"	"AKT interacting protein [Source:HGNC Symbol;Acc:HGNC:16710]"
"ALAD"	"HGNC:395"	"aminolevulinate dehydratase [Source:HGNC Symbol;Acc:HGNC:395]"
"ALB"	"HGNC:399"	"albumin [Source:HGNC Symbol;Acc:HGNC:399]"
"ALCAM"	"HGNC:400"	"activated leukocyte cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:400]"
"ALDH16A1"	"HGNC:28114"	"aldehyde dehydrogenase 16 family member A1 [Source:HGNC Symbol;Acc:HGNC:28114]"
"ALDH18A1"	"HGNC:9722"	"aldehyde dehydrogenase 18 family member A1 [Source:HGNC Symbol;Acc:HGNC:9722]"
"ALDH1A1"	"HGNC:402"	"aldehyde dehydrogenase 1 family member A1 [Source:HGNC Symbol;Acc:HGNC:402]"
"ALDH2"	"HGNC:404"	"aldehyde dehydrogenase 2 family member [Source:HGNC Symbol;Acc:HGNC:404]"
"ALDH3A2"	"HGNC:403"	"aldehyde dehydrogenase 3 family member A2 [Source:HGNC Symbol;Acc:HGNC:403]"
"ALDH3B1"	"HGNC:410"	"aldehyde dehydrogenase 3 family member B1 [Source:HGNC Symbol;Acc:HGNC:410]"
"ALDH4A1"	"HGNC:406"	"aldehyde dehydrogenase 4 family member A1 [Source:HGNC Symbol;Acc:HGNC:406]"
"ALDH5A1"	"HGNC:408"	"aldehyde dehydrogenase 5 family member A1 [Source:HGNC Symbol;Acc:HGNC:408]"
"ALDH6A1"	"HGNC:7179"	"aldehyde dehydrogenase 6 family member A1 [Source:HGNC Symbol;Acc:HGNC:7179]"
"ALDH7A1"	"HGNC:877"	"aldehyde dehydrogenase 7 family member A1 [Source:HGNC Symbol;Acc:HGNC:877]"
"ALDH9A1"	"HGNC:412"	"aldehyde dehydrogenase 9 family member A1 [Source:HGNC Symbol;Acc:HGNC:412]"
"ALDOC"	"HGNC:418"	"aldolase, fructose-bisphosphate C [Source:HGNC Symbol;Acc:HGNC:418]"
